"Name","Type","Write","Description","Object Default","Version"
"Device.Routing.","object","R","Routing object that contains the Router table and RIP protocol object.","-","2.0"
"Device.Routing.Router.{i}.","object(0:)","W","This object allows the handling of the routing and forwarding configuration of the device.
At most one entry in this table can exist with a given value for Alias. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose an initial value for Alias such that the new entry does not conflict with any existing entries.","-","2.0"
"Device.Routing.Router.{i}.IPv4Forwarding.{i}.","object(0:)","W","Layer 3 IPv4 forwarding table.
In addition to statically configured routes, this table MUST include dynamic routes learned through layer 3 routing protocols, including RIP (i.e. RIP version 2), OSPF, DHCPv4, and IPCP. The CPE MAY reject attempts to delete or modify a dynamic route entry.
For each incoming packet, the layer 3 forwarding decision is conceptually made as follows:
Only enabled table entries with a matching ForwardingPolicy are considered, i.e. those that either do not specify a ForwardingPolicy, or else specify a ForwardingPolicy that matches that of the incoming packet.
Next, table entries that also have a matching destination address/mask are considered, and the matching entry with the longest prefix is applied to the packet (i.e. the entry with the most specific network). An unspecified destination address is a wild-card and always matches, but with a prefix length of zero.
For enabled table entries, if Interface is not a valid reference to an IPv4-capable interface (that is attached to the IPv4 stack), then the table entry is inoperable and the CPE MUST set Status to Error_Misconfigured.
Note: The Device.Routing.Router.{i}.IPv4Forwarding.{i}. table includes a unique key parameter that is a strong reference. If a strongly referenced object is deleted, the CPE will set the referencing parameter to an empty string. However, doing so under these circumstances might cause the updated Device.Routing.Router.{i}.IPv4Forwarding.{i}. row to then violate the table’s unique key constraint; if this occurs, the CPE MUST disable the offending Device.Routing.Router.{i}.IPv4Forwarding.{i}. row.
At most one entry in this table can exist with a given value for Alias, or with the same values for all of DestIPAddress, DestSubnetMask, ForwardingPolicy, GatewayIPAddress, Interface and ForwardingMetric. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose an initial value for Alias such that the new entry does not conflict with any existing entries.","-","2.0"
"Device.Routing.Router.{i}.IPv6Forwarding.{i}.","object(0:)","W","Layer 3 IPv6 forwarding table.
In addition to statically configured routes, this table MUST include dynamic routes learned through layer 3 routing protocols, including RIPng, OSPF, DHCPv6, and RA. The CPE MAY reject attempts to delete or modify a dynamic route entry.
For each incoming packet, the layer 3 forwarding decision is conceptually made as follows:
Only enabled table entries with a matching ForwardingPolicy are considered, i.e. those that either do not specify a ForwardingPolicy, or else specify a ForwardingPolicy that matches that of the incoming packet.
Next, table entries that also have a matching destination prefix are considered, and the matching entry with the longest prefix length is applied to the packet (i.e. the entry with the most specific network). An unspecified destination address is a wild-card and always matches, but with a prefix length of zero.
For enabled table entries, if Interface is not a valid reference to an IPv6-capable interface (that is attached to the IPv6 stack), then the table entry is inoperable and the CPE MUST set Status to Error_Misconfigured.
This object is based on inetCidrRouteTable from [RFC4292].
At most one entry in this table can exist with a given value for Alias, or with the same values for all of DestIPPrefix, ForwardingPolicy, NextHop, Interface and ForwardingMetric. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose an initial value for Alias such that the new entry does not conflict with any existing entries.","-","2.2"
"Device.Routing.RIP.","object","R","Routing Information Protocol (RIP) object.","-","2.0"
"Device.Routing.RIP.InterfaceSetting.{i}.","object(0:)","W","IP Interface RIP configuration table.
For enabled table entries, if Interface is not a valid reference then the table entry is inoperable and the CPE MUST set Status to Error_Misconfigured.
Note: The Device.Routing.RIP.InterfaceSetting.{i}. table includes a unique key parameter that is a strong reference. If a strongly referenced object is deleted, the CPE will set the referencing parameter to an empty string. However, doing so under these circumstances might cause the updated Device.Routing.RIP.InterfaceSetting.{i}. row to then violate the table’s unique key constraint; if this occurs, the CPE MUST set Status to Error_Misconfigured and disable the offending Device.Routing.RIP.InterfaceSetting.{i}. row.
Note: This object only applies to RIP2; i.e. version 2 of the RIP protocol is used to accept or send over the specified Interface.
At most one entry in this table can exist with a given value for Alias, or with a given value for Interface. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose an initial value for Alias such that the new entry does not conflict with any existing entries.","-","2.0"
"Device.Routing.RouteInformation.","object","R","Received Router Advertisement (RA) route information [RFC4191].","-","2.2"
"Device.Routing.RouteInformation.InterfaceSetting.{i}.","object(0:)","R","IP Interface RA route information table. Contains received RA route information [RFC4191]. As such, the data in this table cannot be modified.
At most one entry in this table can exist with a given value for Interface.","-","2.2"
"Device.Routing.Babel.","object","R","This object provides parameters for configuration, troubleshooting, and monitoring of the Babel routing protocol [RFC8966]. This data model is based on the Babel information model defined in [RFC9046].","-","2.15"
"Device.Routing.Babel.Constants.","object","R","This object represents the constants used by the Babel protocol.","-","2.0"
"Device.Routing.Babel.InterfaceSetting.{i}.","object(0:)","W","This object provides parameters related to the interfaces the Babel protocol is operating over and can act as a routing protocol for.
At most one entry in this table can exist with a given value for Alias. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose an initial value for Alias such that the new entry does not conflict with any existing entries.","-","2.0"
"Device.Routing.Babel.InterfaceSetting.{i}.Stats.","object","R","This object provides statistics parameters for this interface.","-","2.0"
"Device.Routing.Babel.InterfaceSetting.{i}.Neighbor.{i}.","object(0:)","R","This object provides parameters related to neighbor devices that Babel packets are received from and sent to.
At most one entry in this table can exist with a given value for NeighborAddress.","-","2.0"
"Device.Routing.Babel.Route.{i}.","object(0:)","R","This object provides parameters for routes recieved from neighbors and internal routes.
At most one entry in this table can exist with the same values for both RoutePrefix and SourceRouterID.","-","2.0"
"Device.Routing.Babel.MACKeySet.{i}.","object(0:)","W","This object provides parameters related to use of the HMAC security mechanism [RFC8967] to sign and verify Babel packets.
At most one entry in this table can exist with a given value for Alias. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose an initial value for Alias such that the new entry does not conflict with any existing entries.","-","2.0"
"Device.Routing.Babel.MACKeySet.{i}.MACKey.{i}.","object(0:)","W","This object provides the MAC keys used to calculate MACs for verification and sending by the instance.
At most one entry in this table can exist with a given value for Alias. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose an initial value for Alias such that the new entry does not conflict with any existing entries.","-","2.0"
"Device.Routing.Babel.DTLSCertSet.{i}.","object(0:)","W","This object provides parameters related to use of the DTLS security mechanism [RFC8968] to encrypt Babel packets.
At most one entry in this table can exist with a given value for Alias. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose an initial value for Alias such that the new entry does not conflict with any existing entries.","-","2.0"
"Device.Routing.Babel.DTLSCertSet.{i}.DTLSCert.{i}.","object(0:)","W","This object provides the certificates used for verification and signing by the instance with DTLS.
At most one entry in this table can exist with a given value for Alias. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose an initial value for Alias such that the new entry does not conflict with any existing entries.","-","2.0"
"Device.NeighborDiscovery.","object","R","The Neighbor Discovery Protocol (NDP) object [RFC4861]. This object applies only to IPv6. It contains an InterfaceSetting table that defines the NDP configuration for individual IP interfaces.","-","2.2"
"Device.NeighborDiscovery.InterfaceSetting.{i}.","object(0:)","W","Per-interface Neighbor Discovery Protocol (NDP) configuration [RFC4861].
For enabled table entries, if Interface is not a valid reference to an IPv6-capable interface (that is attached to the IPv6 stack), then the table entry is inoperable and the CPE MUST set Status to Error_Misconfigured.
Note: The Device.NeighborDiscovery.InterfaceSetting.{i}. table includes a unique key parameter that is a strong reference. If a strongly referenced object is deleted, the CPE will set the referencing parameter to an empty string. However, doing so under these circumstances might cause the updated Device.NeighborDiscovery.InterfaceSetting.{i}. row to then violate the table’s unique key constraint; if this occurs, the CPE MUST set Status to Error_Misconfigured and disable the offending Device.NeighborDiscovery.InterfaceSetting.{i}. row.
At most one entry in this table can exist with a given value for Alias, or with a given value for Interface. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose an initial value for Alias such that the new entry does not conflict with any existing entries.","-","2.2"
"Device.RouterAdvertisement.","object","R","The Router Advertisement (RA) object [RFC4861]. This object applies only to IPv6. It contains an InterfaceSetting table that defines the RA configuration for individual IP interfaces.
Information received via router advertisement messages is automatically propagated to the relevant IP.Interface sub-objects, e.g. to the IP.Interface.{i}.IPv6Address and IP.Interface.{i}.IPv6Prefix tables.","-","2.2"
"Device.RouterAdvertisement.InterfaceSetting.{i}.","object(0:)","W","Per-interface Router Advertisement (RA) configuration [RFC4861]. Table entries are created for use in sending Router Advertisements.
For enabled table entries, if Interface is not a valid reference to an IPv6-capable interface (that is attached to the IPv6 stack), then the table entry is inoperable and the CPE MUST set Status to Error_Misconfigured.
Note: The Device.RouterAdvertisement.InterfaceSetting.{i}. table includes a unique key parameter that is a strong reference. If a strongly referenced object is deleted, the CPE will set the referencing parameter to an empty string. However, doing so under these circumstances might cause the updated Device.RouterAdvertisement.InterfaceSetting.{i}. row to then violate the table’s unique key constraint; if this occurs, the CPE MUST set Status to Error_Misconfigured and disable the offending Device.RouterAdvertisement.InterfaceSetting.{i}. row.
At most one entry in this table can exist with a given value for Alias, or with a given value for Interface. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose an initial value for Alias such that the new entry does not conflict with any existing entries.","-","2.2"
"Device.RouterAdvertisement.InterfaceSetting.{i}.Option.{i}.","object(0:)","W","This object specifies the options in a Router Advertisement (RA) message [Section 4.6/RFC4861]. Device.RouterAdvertisement.InterfaceSetting.{i}.Option.{i}. entries are created for use in sending Router Advertisements (enabled options MUST be included in RA messages sent). This includes support for sending DNS information in the RA message as described in [RFC6106].
This table is intended only for options that are not modeled elsewhere. For example, it is not appropriate for the MTU option (which is modeled via AdvLinkMTU).
At most one entry in this table can exist with a given value for Alias, or with a given value for Tag. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose initial values for Alias and Tag such that the new entry does not conflict with any existing entries.","-","2.2"
"Device.IPv6rd.","object","R","Settings allowing a CPE to derive and route IPv6 Rapid Deployment (6rd) delegated prefixes as specified in [RFC5969]. The 6rd mechanism is intended to be implemented only on what [RFC5969] refers to as Customer Edge Routers, i.e. on gateway devices, that support IPv6 on the LAN side and only have IPv4 connectivity on the WAN side.
See the 6rd Theory of Operation [Appendix VI/TR-181i2] for a description of the working of this 6rd data model.","-","2.2"
"Device.IPv6rd.InterfaceSetting.{i}.","object(0:)","R","6rd [RFC5969] settings.
A 6rd delegated prefix is expected to be of maximum length 64 bits, and is the concatenation of the following two items:
Service provider IPv6 prefix: specified via the SPIPv6Prefix parameter
IPv4 address suffix: the IPv4 address with the first IPv4MaskLength bits removed
This object definition is derived from [RFC5969] with some minor nomenclature changes.
At most one entry in this table can exist with a given value for Alias.","-","2.2"
"Device.DSLite.","object","R","Settings allowing a CPE to configure and route IPv6 Dual-Stack Lite (DSLite) as specified in [DSLite]. The DS-Lite mechanism is intended to be implemented only on gateway devices that support IPv4 on the LAN side and only have IPv6 connectivity on the WAN side.
See the Dual-Stack Lite Theory of Operation [Appendix VII/TR-181i2] for a description of the working of this DS-Lite data model.","-","2.2"
"Device.DSLite.InterfaceSetting.{i}.","object(0:)","R","DSLite [DSLite] settings.
At most one entry in this table can exist with a given value for Alias.","-","2.2"
"Device.QoS.","object","R","Queue management configuration object.","-","2.0"
"Device.QoS.Classification.{i}.","object(0:)","W","Classification table.
For enabled table entries, if Interface is not a valid reference and AllInterfaces is false, then the table entry is inoperable and the CPE MUST set Status to Error_Misconfigured.
Several of this object’s parameters specify DHCP option values. Some cases are version neutral (the parameter can apply to both DHCPv4 and DHCPv6), but in other cases the representation of the option is different for DHCPv4 and DHCPv6, so it is necessary to define separate DHCPv4-specific and DHCPv6-specific parameters. Therefore, an instance of this object that uses DHCP option values as classification criteria will be associated with either DHCPv4 or DHCPv6, as indicated by the DHCPType parameter.
At most one entry in this table can exist with a given value for Alias. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose an initial value for Alias such that the new entry does not conflict with any existing entries.","-","2.0"
"Device.QoS.App.{i}.","object(0:)","W","Application table.
At most one entry in this table can exist with a given value for Alias. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose an initial value for Alias such that the new entry does not conflict with any existing entries.","-","2.0"
"Device.QoS.Flow.{i}.","object(0:)","W","Flow table.
At most one entry in this table can exist with a given value for Alias. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose an initial value for Alias such that the new entry does not conflict with any existing entries.","-","2.0"
"Device.QoS.Policer.{i}.","object(0:)","W","Policer table.
At most one entry in this table can exist with a given value for Alias. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose an initial value for Alias such that the new entry does not conflict with any existing entries.","-","2.0"
"Device.QoS.Queue.{i}.","object(0:)","W","Queue table. Each entry is associated with a set of traffic classes, which are specified via the TrafficClasses parameter, and is configured with weight, precedence, drop algorithm, scheduler algorithm etc as appropriate for the traffic classes. An entry can be associated either with all egress interfaces (in which case an actual queue will be instantiated on each egress interface on which traffic of that traffic class can be generated) or else with a single specified egress interface.
For enabled table entries, if Interface is not a valid reference and AllInterfaces is false, then the table entry is inoperable and the CPE MUST set Status to Error_Misconfigured.
At most one entry in this table can exist with a given value for Alias. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose an initial value for Alias such that the new entry does not conflict with any existing entries.","-","2.0"
"Device.QoS.QueueStats.{i}.","object(0:)","W","Queue statistics table. This table is managed by the Controller, which will create entries only for those {Queue, Interface} combinations for which statistics are to be collected.
Note: The Device.QoS.QueueStats.{i}. table includes unique key parameters that are strong references. If a strongly referenced object is deleted, the CPE will set the referencing parameter to an empty string. However, doing so under these circumstances might cause the updated Device.QoS.QueueStats.{i}. row to then violate the table’s unique key constraint; if this occurs, the CPE MUST disable the offending Device.QoS.QueueStats.{i}. row.
At most one entry in this table can exist with a given value for Alias, or with the same values for both Queue and Interface. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose an initial value for Alias such that the new entry does not conflict with any existing entries.","-","2.0"
"Device.QoS.Shaper.{i}.","object(0:)","W","Shaper table. Used to shape the queue(s) associated with Interface. In case of a single queue for that interface, determines the egress rate of the queue. In case of multiple queues for that interface (possibly with per queue shaping rates), determines the aggregate egress rate on that interface.
For enabled table entries, if Interface is not a valid reference then the table entry is inoperable and the CPE MUST set Status to Error_Misconfigured.
Note: The Device.QoS.Shaper.{i}. table includes a unique key parameter that is a strong reference. If a strongly referenced object is deleted, the CPE will set the referencing parameter to an empty string. However, doing so under these circumstances might cause the updated Device.QoS.Shaper.{i}. row to then violate the table’s unique key constraint; if this occurs, the CPE MUST set Status to Error_Misconfigured and disable the offending Device.QoS.Shaper.{i}. row.
At most one entry in this table can exist with a given value for Alias, or with a given value for Interface. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose an initial value for Alias such that the new entry does not conflict with any existing entries.","-","2.0"
"Device.LANConfigSecurity.","object","R","This object contains generic device configuration information.","-","2.0"
"Device.Hosts.","object","R","This object provides information about each of the hosts on the LAN, including those whose IP address was allocated by the CPE using DHCP as well as hosts with statically allocated IP addresses. It can also include non-IP hosts.","-","2.0"
"Device.Hosts.Host.{i}.","object(0:)","R","Host table.
At most one entry in this table can exist with a given value for PhysAddress.","-","2.0"
"Device.Hosts.Host.{i}.IPv4Address.{i}.","object(0:)","R","The host’s known IPv4 addresses. This includes any addresses assigned via DHCP, which can also be accessed via the DHCPClient reference.
At most one entry in this table can exist with a given value for IPAddress.","-","2.2"
"Device.Hosts.Host.{i}.IPv6Address.{i}.","object(0:)","R","The host’s known IPv6 addresses. This includes any addresses assigned via DHCP, which can also be accessed via the DHCPClient reference.
At most one entry in this table can exist with a given value for IPAddress.","-","2.2"
"Device.Hosts.Host.{i}.WANStats.","object","R","These count bytes or packets at the IP layer sent to the WAN, or received from the WAN.","-","2.12"
"Device.Hosts.AccessControl.{i}.","object(0:)","W","Every instance of this object provides access control for a LAN device.
Access is allowed if no instance of Device.Hosts.AccessControl.{i}. is defined for a device.
If access is not allowed, then the LAN device cannot access the broadband network.
At most one entry in this table can exist with a given value for Alias, or with a given value for PhysAddress. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose initial values for Alias and PhysAddress such that the new entry does not conflict with any existing entries.","-","2.14"
"Device.Hosts.AccessControl.{i}.Schedule.{i}.","object(0:)","W","Each instance of this object provides a schedule where access is enabled.
At most one entry in this table can exist with a given value for Alias. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose an initial value for Alias such that the new entry does not conflict with any existing entries.","-","2.14"
"Device.DNS.","object","R","Properties for Domain Name Service (DNS).","-","2.0"
"Device.DNS.Client.","object","R","Client properties for Domain Name Service (DNS). The DNS client resolves FQDN on behalf of device internal (client) applications.","-","2.0"
"Device.DNS.Client.Server.{i}.","object(0:)","W","This table contains the DNS Server IP address to be used by the DNS Client (it does not model a DNS Server). Entries are either automatically created as result of DHCP (v4 or v6), IPCP, or RA received DNS server information, or are statically configured by the Controller.
At most one entry in this table can exist with a given value for DNSServer, or with a given value for Alias. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose initial values for DNSServer and Alias such that the new entry does not conflict with any existing entries.","-","2.0"
"Device.DNS.Relay.","object","R","DNS Relay object. The DNS proxy (or relay) function allows the forwarding of local network DNS queries to local or external DNS server(s) [RFC5625].","-","2.0"
"Device.DNS.Relay.Forwarding.{i}.","object(0:)","W","DNS Server forwarding policy to be used by the DNS Relay. Entries are either automatically created as result of DHCP (v4 or v6), IPCP, or RA received DNS server information, or are statically configured by the Controller.
Note: Management of re-directing queries to the device embedded DNS server is not defined in this version of the specification.
At most one entry in this table can exist with a given value for DNSServer, or with a given value for Alias. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose initial values for DNSServer and Alias such that the new entry does not conflict with any existing entries.","-","2.0"
"Device.DNS.Diagnostics.","object","R","The DNS Diagnostics object containing the {{object: referenced NSLookupDiagnostics() is command, not object}} test.","-","2.0"
"Device.DNS.SD.","object","R","This object contains the DNS Service Discovery [DNS-SD] object and parameters necessary to discover services and their associated devices.
Upon reboot the the contents of the service table are repopulated. When the DNS.SD service is disabled, the contents of the service table is implementation specific.","-","2.6"
"Device.DNS.SD.Service.{i}.","object(0:)","R","The Device.DNS.SD.Service.{i}. table contains discovered DNS-SD services. DNS.SD service information is provided in DNS RR SRV records [RFC2782]. The Service Instance Name [Section 4.1 Structured Instance Names/DNS-SD] further specifies information about the service name (RFC2782 Service field) and domain name (RFC2782 Name field) in the form:
Service Instance Name = <InstanceName> . <Service> . <Domain>
<Service> = _<ApplicationProtocol> . _<TransportProtocol>
RFC2782 Service field will always be equal to <InstanceName>. <Service>
RFC2782 Name field will always be equal to <Domain>
For example, an SSH service might have:
*InstanceName = “Secure Shell (SSH))”
*ApplicationProtocol = “ssh”
*TransportProtocol = “TCP”
*Domain = “example.com”
*Port = 22
*Target = “ssh.example.com.”
At most one entry in this table can exist with the same values for all of InstanceName, ApplicationProtocol, TransportProtocol and Domain.","-","2.6"
"Device.DNS.SD.Service.{i}.TextRecord.{i}.","object(0:)","R","This object maintains an instance of a (key/value pairs) of the service. The information is extracted from DNS TXT records [RFC1035] of the discovered service.
When multiple instances of the Device.DNS.SD.Service.{i}.TextRecord.{i}. table have the same value for the Key parameter, the implementation is CPE specific.","-","2.6"
"Device.NAT.","object","R","Properties for Network Address Translation (NAT).
The entire Device.NAT. object only applies to IPv4.","-","2.0"
"Device.NAT.InterfaceSetting.{i}.","object(0:)","W","NAT settings for an associated IP Interface on which NAT is enabled.
For enabled table entries, if Interface is not a valid reference then the table entry is inoperable and the CPE MUST set Status to Error_Misconfigured.
Note: The Device.NAT.InterfaceSetting.{i}. table includes a unique key parameter that is a strong reference. If a strongly referenced object is deleted, the CPE will set the referencing parameter to an empty string. However, doing so under these circumstances might cause the updated Device.NAT.InterfaceSetting.{i}. row to then violate the table’s unique key constraint; if this occurs, the CPE MUST set Status to Error_Misconfigured and disable the offending Device.NAT.InterfaceSetting.{i}. row.
At most one entry in this table can exist with a given value for Alias, or with a given value for Interface. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose an initial value for Alias such that the new entry does not conflict with any existing entries.","-","2.0"
"Device.NAT.PortMapping.{i}.","object(0:)","W","Port mapping table.
This table MUST contain all NAT port mappings associated with this connection, including static and dynamic port mappings programmatically created via local control protocol, such as UPnP.
This table MUST NOT contain dynamic NAT binding entries associated with the normal operation of NAT.
If the CPE hosts a firewall, it is assumed that it will appropriately configure the firewall for the port mapping.
For enabled table entries, if InternalClient is an empty string, or if Interface is not a valid reference and AllInterfaces is false, then the table entry is inoperable and the CPE MUST set Status to Error_Misconfigured.
At most one entry in this table can exist with a given value for Alias, or with the same values for all of RemoteHost, ExternalPort and Protocol. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose initial values for Alias, ExternalPort and Protocol such that the new entry does not conflict with any existing entries.","-","2.0"
"Device.PCP.","object","R","Properties for Port Control Protocol (PCP) [RFC6887].
See the PCP Theory of Operation [Appendix XIV/TR-181i2] for a description of the working of this PCP data model.","-","2.8"
"Device.PCP.Client.{i}.","object(0:)","W","Client properties for Port Control Protocol (PCP). The PCP Client interacts with a PCP Server as defined in [RFC6887] for internal device applications or LAN device applications via Interworking functions.
At most one entry in this table can exist with a given value for Alias, or with a given value for WANInterface. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose initial values for Alias and WANInterface such that the new entry does not conflict with any existing entries.","-","2.8"
"Device.PCP.Client.{i}.PCPProxy.","object","R","Properties for the Port Control Protocol (PCP) Proxy, as specified in [PCPProxy].","-","2.8"
"Device.PCP.Client.{i}.UPnPIWF.","object","R","Properties for the interworking function between UPnP IGD (Internet Gateway Device) and PCP, as specified in [RFC6970].","-","2.8"
"Device.PCP.Client.{i}.Server.{i}.","object(0:)","W","This table contains the PCP Servers to be used by the PCP Client. Entries are either statically configured or automatically created via DHCP options OPTION_V4_PCP_SERVER and OPTION_V6_PCP_SERVER, as per [RFC7291].
Each OPTION_V4_PCP_SERVER or OPTION_V6_PCP_SERVER option corresponds to a Device.PCP.Client.{i}.Server.{i}. instance. If an option returns multiple addresses then that Device.PCP.Client.{i}.Server.{i}. instance has multiple addresses.
At most one entry in this table can exist with a given value for Alias, or with a given value for ServerNameOrAddress. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose initial values for Alias and ServerNameOrAddress such that the new entry does not conflict with any existing entries.","-","2.8"
"Device.PCP.Client.{i}.Server.{i}.InboundMapping.{i}.","object(0:)","W","Inbound Mapping table.
This table contains all Inbound Mappings requested by this PCP Client on this PCP Server. Such a mapping is created by a PCP request with OpCode MAP, as described in [Section 11/RFC6887].
These requests can be issued from internal device applications, from static configuration or from other LAN device applications via interworking functions such as UPnP IGD or PCP proxies. The Origin parameter indicates which mechanism requested the mapping.
For non-Static mappings (here Static refers to the mechanism that created the mapping, not to the Lifetime), the Controller MAY modify the Enable parameter but MUST NOT modify any other parameters in the mapping or its sub-objects.
At most one entry in this table can exist with a given value for Alias, or with the same values for all of InternalPort, ProtocolNumber and ThirdPartyAddress. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose initial values for Alias, InternalPort, ProtocolNumber and ThirdPartyAddress such that the new entry does not conflict with any existing entries.","-","2.8"
"Device.PCP.Client.{i}.Server.{i}.InboundMapping.{i}.Filter.{i}.","object(0:)","W","Filter table.
This table contains all Filters restricting this Inbound Mapping, as defined in [RFC6887].
At most one entry in this table can exist with a given value for Alias. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose an initial value for Alias such that the new entry does not conflict with any existing entries.","-","2.8"
"Device.PCP.Client.{i}.Server.{i}.OutboundMapping.{i}.","object(0:)","W","Outbound Mapping table.
This table contains all Outbound Mappings requested by this PCP Client on this PCP Server. Such a mapping is created by a PCP request with OpCode PEER, as described in [Section 12/RFC6887].
These requests can be issued from internal device applications, from static configuration or from other LAN device applications via interworking functions such as UPnP IGD or PCP proxies. The Origin parameter indicates which mechanism requested the mapping.
For non-Static mappings (here Static refers to the mechanism that created the mapping, not to the Lifetime), the Controller MAY modify the Enable parameter but MUST NOT modify any other parameters in the mapping or its sub-objects.
At most one entry in this table can exist with a given value for Alias, or with the same values for all of InternalPort, ProtocolNumber, ThirdPartyAddress, RemoteHostIPAddress and RemotePort. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose initial values for Alias, InternalPort, ProtocolNumber, ThirdPartyAddress, RemoteHostIPAddress and RemotePort such that the new entry does not conflict with any existing entries.","-","2.8"
"Device.DHCPv4.","object","R","The Dynamic Host Configuration Protocol (DHCP) IPv4 object [RFC2131]. This entire object applies to IPv4 only. It contains the Client, Server, and Relay objects.","-","2.0"
"Device.DHCPv4.Client.{i}.","object(1:)","W","This object contains DHCP client settings for an associated IP Interface indicated by Interface.
For enabled table entries, if Interface is not a valid reference then the table entry is inoperable and the CPE MUST set Status to Error_Misconfigured.
Note: The Device.DHCPv4.Client.{i}. table includes a unique key parameter that is a strong reference. If a strongly referenced object is deleted, the CPE will set the referencing parameter to an empty string. However, doing so under these circumstances might cause the updated Device.DHCPv4.Client.{i}. row to then violate the table’s unique key constraint; if this occurs, the CPE MUST set Status to Error_Misconfigured and disable the offending Device.DHCPv4.Client.{i}. row.
This table MUST contain at least 1 entry.
At most one entry in this table can exist with a given value for Alias, or with a given value for Interface. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose an initial value for Alias such that the new entry does not conflict with any existing entries.","-","2.0"
"Device.DHCPv4.Client.{i}.SentOption.{i}.","object(0:)","W","Each instance of this object represents a DHCP option that MUST, if enabled, be sent in DHCP client requests. All sent DHCP options MUST be listed.
At most one entry in this table can exist with a given value for Alias, or with a given value for Tag. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose initial values for Alias and Tag such that the new entry does not conflict with any existing entries.","-","2.0"
"Device.DHCPv4.Client.{i}.ReqOption.{i}.","object(0:)","W","Each instance of this object represents a DHCP option that MUST, if enabled, be requested in DHCP client requests. All requested DHCP options MUST be listed.
At most one entry in this table can exist with a given value for Alias, or with a given value for Tag. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose initial values for Alias and Tag such that the new entry does not conflict with any existing entries.","-","2.0"
"Device.DHCPv4.Server.","object","R","DHCP server configuration.","-","2.0"
"Device.DHCPv4.Server.Pool.{i}.","object(0:)","W","DHCP conditional serving pool table.
Each instance of this object defines a DHCP conditional serving pool. Client requests are associated with pools based on criteria such as source interface, supplied DHCP options, and MAC address.
Overlapping pool ranges MUST be supported.
For enabled table entries, if Interface is not a valid reference, or MinAddress, MaxAddress, or SubnetMask is not a valid value, then the table entry is inoperable and the CPE MUST set Status to Error_Misconfigured.
At most one entry in this table can exist with a given value for Alias, or with a given value for Order. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose initial values for Alias and Order such that the new entry does not conflict with any existing entries.","-","2.0"
"Device.DHCPv4.Server.Pool.{i}.StaticAddress.{i}.","object(0:)","W","DHCP static address table.
Entries in this table correspond to what [RFC2131] calls “manual allocation”, where a client’s IP address is assigned by the network administrator, and DHCP is used simply to convey the assigned address to the client.
Each instance of this object specifies a hardware address (MAC address) and an IP address within the pool. When serving from this pool, this IP address MUST, if available, be assigned to the DHCP client with this hardware address, and MUST NOT be assigned to any other client.
Note that it is possible that an IP address in this table is present in one or more of the other conditional serving pools, in which case it is possible that such an address will be assigned to a different client.
At most one entry in this table can exist with a given value for Alias, or with a given value for Chaddr. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose an initial value for Alias such that the new entry does not conflict with any existing entries.","-","2.0"
